question-173_aug_1	['The ancient trade network connect Mainland china to the Mediterranean sea be call in the. ..']	entity
question-475_aug_3	The capital of Japan is...	entity
question-199_aug_3	Which device can convert mechanical energy into electrical energy?	entity
question-197_aug_3	The process by which green plants release oxygen through the pores in their leaves is called...	entity
question-499_aug_2	"[""Does nitrogen gas make the Earth ' atmosphere?""]"	yes_no
question-219	Is Mount Kilimanjaro the highest peak in Africa?	yes_no
question-464	Does methane gas contribute to the greenhouse effect more than carbon dioxide?	yes_no
question-519	Did the Industrial Revolution begin in the 18th century?	yes_no
question-125_aug_3	Isn't it true that Pablo Picasso was a pioneer of Cubist art?	yes_no
question-446	Could advancements in nanotechnology lead to breakthroughs in medicine?	yes_no
question-235_aug_1	['If humans had no sense of smell, would information technology affect their power to savour food?']	yes_no
question-055_aug_3	Could it be possible that Mars once sheltered liquid water under its surface conditions?	yes_no
question-576	"Identify the philosopher known for the work ""Being and Nothingness."""	entity
question-057	The invention that revolutionized the production of books in the 15th century was the...	entity
question-173_aug_2	['The ancient network connecting to is called. ..']	entity
question-472_aug_2	['All snakes?']	yes_no
question-511_aug_3	Had Alexander Graham Bell discovered the phone earlier, would it have had an impact on the development of communication technologies?	yes_no
question-551_aug_3	Did ancient Egyptians use papyrus as writing material?	yes_no
question-169_aug_2	['Which carved the monumental known as Easter Island?']	entity
question-164_aug_3	Which African country is home to Serengeti National Park?	entity
question-358_aug_3	Is the theory of general relativity part of Einstein's contributions to physics?	yes_no
question-423	Could space exploration lead to the discovery of extraterrestrial life?	yes_no
question-408_aug_2	['Renewable energy sources eliminate for fossil fuels entirely?']	yes_no
question-448_aug_2	"['Identify known the "" Leviathan. ""']"	entity
question-559_aug_3	Had Johannes Gutenberg not invented printing, would the dissemination of information have been slower?	yes_no
question-584_aug_2	['Could become a viable in future?']	yes_no
question-279_aug_2	"['Identify philosopher known for "". ""']"	entity
question-252_aug_3	Is the Andes chain located in North America?	yes_no
question-334_aug_1	['Be Saddle horse Prunus incisa the highest mountain in Japan?']	yes_no
question-385_aug_2	['The civilization that built the pyramids.']	entity
question-114_aug_3	Does the chemical symbol 'Fe' represent the iron element?	yes_no
question-351_aug_1	['Doe methane gas contribute to globular warming?']	yes_no
question-121_aug_3	Isn't it true that Machu Picchu is located in Peru?	yes_no
question-393_aug_2	['Could advancements in nanotechnology in medicine?']	yes_no
question-040_aug_3	List two European languages that do not share the Latin alphabet.	entity
question-220_aug_3	"Identify the composer of the ""Four Seasons""."	entity
question-415	Name the ancient civilization that built the Colosseum in Rome.	entity
question-431_aug_2	['All reptiles -?']	yes_no
question-152_aug_3	The scientist who developed the theory of relativity was...	entity
question-269_aug_1	['Distinguish the scientist who discover penicillin.']	entity
question-450_aug_2	['The process which plants is. ..']	entity
question-574_aug_3	Could artificial intelligence systems develop consciousness in the future?	yes_no
question-356_aug_1	['Does the human body use to a greater extent energy while at residuum than during any physical natural process?']	yes_no
question-240	The smallest bone in the human body is...	entity
question-253	Identify the mathematician who is known for his contribution to calculus and analytical geometry.	entity
question-540_aug_1	['Should governments prioritize funding for space geographic expedition complete other scientific effort?']	yes_no
question-174	Name the SI unit of electric current.	entity
question-056_aug_3	Identify the five largest countries by land area.	entity
question-286_aug_1	['Name the inventor of the sluttish light bulb.']	entity
question-238	"Identify the author of ""1984"" and ""Animal Farm."""	entity
question-061_aug_2	['Earliest known civilization in Mesopotamia the. ..']	entity
question-405_aug_1	"['Identify the source of "" Brave New Mankind. ""']"	entity
question-062_aug_3	If the speed of light is constant in all inertial settings, would this mean a dilation of time at high speeds?	yes_no
question-556	Should educational institutions integrate more STEM (Science, Technology, Engineering, Mathematics) programs?	yes_no
question-092_aug_2	['Concept the computer is often attributed work of. ..']	entity
question-176_aug_3	The brightest star visible in the Earth's night sky is...	entity
question-486	Could renewable energy infrastructure create new job opportunities globally?	yes_no
question-101	Isn't it true that Mount Everest is located in Asia?	yes_no
question-045	Could artificial intelligence surpass human intelligence in complex decision-making tasks?	yes_no
question-203_aug_2	['Photosynthesis occur both plants and certain bacteria?']	yes_no
question-017_aug_2	['Largest desert Earth is. ..']	entity
question-248	Name the first person to walk on the Moon.	entity
question-543_aug_3	Had Nikola Tesla focused solely on electrical engineering, would his contribution to technology have been different?	yes_no
question-314_aug_1	['If humans could hole up, would it cut free energy uptake during winter months?']	yes_no
question-514_aug_2	['There undiscovered species living in the parts the?']	yes_no
question-036_aug_3	Is the Great Barrier threatened by rising ocean temperatures?	yes_no
question-237_aug_3	Is it true that the Great Wall of China is visible from space to the naked eye?	yes_no
question-264_aug_3	The largest internal organ in the human body is...	entity
question-527_aug_3	Had the Titanic not sunk, would the transatlantic journey have evolved differently?	yes_no
question-224_aug_2	"['The who wrote "" of Reason. ""']"	entity
question-278_aug_3	If humans could breathe in unprotected space, would space travel become much easier?	yes_no
question-096_aug_2	['Is commonly utilized semiconductor in electronics?']	yes_no
question-246_aug_2	['The largest living structure. ..']	entity
question-443_aug_2	"['Name of "" War Peace. ""']"	entity
question-457_aug_1	['If humankind could rejuvenate their pelt apace, how would it touch on medical treatments?']	yes_no
question-204_aug_2	"[""The Earth ' s were to slow down, become longer?""]"	yes_no
question-090_aug_3	What ancient civilization built the Great Pyramids in Giza?	entity
question-361_aug_2	"[""Photosynthesis producing the oxygen in Earth ' atmosphere?""]"	yes_no
question-283_aug_2	"[""If the Moon were, the Earth ' s tides?""]"	yes_no
question-044_aug_1	['Is it true that global warming have represent relate to increased glasshouse gas pedal emissions from human activities?']	yes_no
question-390_aug_1	"['Identify the philosopher world health organization write "" Thus Wheel spoke Zarathustra. ""']"	entity
question-535_aug_3	Has Isaac Newton developed the laws of the movement independently of Galileo?	yes_no
question-400_aug_2	['The civilization that built of Athens.']	entity
question-070_aug_3	Is Mount Kilimanjaro located on the African continent?	yes_no
question-441	Is the Big Bang theory supported by cosmic microwave background radiation evidence?	yes_no
question-356_aug_3	Does the human body consume more energy at rest than during physical activity?	yes_no
question-397_aug_1	['The chapiter city of Confederate states of america Han gook is. ..']	entity
question-188_aug_1	['Public figure the philosopher have a go at it for the categorical imperative.']	entity
question-010_aug_3	"What chemical element has the symbol ""Au""?"	entity
question-018_aug_1	['Be the Virago Rain forest located primarily in Brazil?']	yes_no
question-328_aug_3	Is quantum entanglement a phenomenon where particles remain connected independently of distance?	yes_no
question-200_aug_3	"The philosopher who wrote ""Meditations on the First Philosophy"" was..."	entity
question-343_aug_2	['The theory most widely accepted explanation for the origin the universe?']	yes_no
question-436_aug_1	['Could renewable energy technologies resolve the global push crisis?']	yes_no
question-523	Would introducing more green spaces in urban areas improve public health?	yes_no
question-080_aug_2	['Formulated the three laws of classical mechanics?']	entity
question-547_aug_1	['Must lodge change to adapt to the increasing presence of stilted intelligence activity?']	yes_no
question-127_aug_2	['Rome a city located Italy?']	yes_no
question-200	The philosopher who wrote 'Meditations on First Philosophy' was...	entity
question-513_aug_3	Can renewable energy technologies become sufficiently cost-effective to be the world's primary energy source?	yes_no
question-180_aug_1	['The philosopher known for the parable of the cave make up. ..']	entity
question-562_aug_3	Could climate change lead to the extinction of certain plant and animal species?	yes_no
question-351	Does methane gas contribute to global warming?	yes_no
question-177_aug_1	['Which 20th - c figure is credit with developing the poliomyelitis vaccinum?']	entity
question-268_aug_2	"[""If Earth ' were to change, would affect of seasons?""]"	yes_no
question-479_aug_1	['Are there more than triplet types of cloud in meteorology?']	yes_no
question-212	The capital city of Egypt is...	entity
question-424_aug_2	['Are active volcanoes the?']	yes_no
question-074_aug_3	Name an ancient language that has significantly influenced several modern European languages.	entity
question-158_aug_3	The largest planet in our solar system is...	entity
question-455_aug_2	['The city Italy. ..']	entity
question-249_aug_1	['Does the unconscious process of nuclear optical fusion release more energy than nuclear nuclear fission?']	yes_no
question-296_aug_3	"Name the element with the chemical symbol ""Na""."	entity
question-187_aug_2	['The splitting nuclei to release energy as. ..']	entity
question-572_aug_2	['Does layer help protect Earth from rays?']	yes_no
question-333_aug_1	['Could artificial news assist in curing complex diseases?']	yes_no
question-600_aug_1	['Ar all reptiles cold - blooded beast?']	yes_no
question-500_aug_1	['The process by which works convert sun into chemical energy be call. ..']	entity
question-462	Are dolphins considered mammals?	yes_no
question-321_aug_2	['Water vapor to the greenhouse?']	yes_no
question-505_aug_1	['Could renewable push sources whole replace fossil fuels in the adjacent century?']	yes_no
question-139_aug_1	['Be the Andes Quite a little located in South America?']	yes_no
question-297	Does the ozone layer primarily absorb ultraviolet radiation from the Sun?	yes_no
question-348_aug_1	['Could virtual realness inspire education and training?']	yes_no
question-064_aug_2	['The Inca citadel perched high Andes of Peru. ..']	entity
question-063_aug_2	['The traditional Japanese robe often worn.']	entity
question-110_aug_3	Is Taj Mahal considered a UNESCO World Heritage Site?	yes_no
question-197	The process by which green plants release oxygen through pores in their leaves is called...	entity
question-216_aug_3	Is the speed of sound faster than the speed of light?	yes_no
question-415_aug_1	['Name the ancient civilization that ramp up the Amphitheatrum flavium in Rome.']	entity
question-113_aug_2	"[""' it true that Cleopatra member of Ptolemaic Dynasty?""]"	yes_no
question-006_aug_3	Is it possible that the Great Wall of China cannot be seen from space to the naked eye?	yes_no
question-030	The process by which plants convert sunlight into chemical energy is known as...	entity
question-015_aug_1	['Key the antediluvian Hellenic philosopher who was the instructor of Aristotle.']	entity
question-473_aug_1	"['Distinguish the author of "" The Divine Drollery. ""']"	entity
question-311_aug_1	['Does the human consistency contain more than than 200 bone?']	yes_no
question-230	Does DNA stand for Deoxyribonucleic Acid?	yes_no
question-431	Are all reptiles cold-blooded?	yes_no
question-189	Which ancient civilization constructed Machu Picchu?	entity
question-408	Could renewable energy sources eliminate the need for fossil fuels entirely?	yes_no
question-549_aug_2	['Do honeybees play crucial role in pollinating biodiversity?']	yes_no
question-389_aug_3	Is the Great Barrier made up mainly of coral polyps?	yes_no
question-211	Does water expand when it freezes, making ice less dense than liquid water?	yes_no
question-473	"Identify the author of ""The Divine Comedy."""	entity
question-029_aug_2	['Is the in Paris, France?']	yes_no
question-260	Is the Mariana Trench the deepest part of the world's oceans?	yes_no
question-001_aug_3	Is Mount Everest really the highest summit on Earth?	yes_no
question-517_aug_2	['Spiders play a role controlling insect?']	yes_no
question-074_aug_1	['Name an ancient language that importantly influenced multiple forward looking European nomenclature.']	entity
question-377_aug_3	The process by which plants release oxygen is called...	entity
question-280	Is it possible for ice to melt below 0°C under certain pressure conditions?	yes_no
question-409	Are camels well-adapted to desert environments?	yes_no
question-503_aug_2	['Leonardo da invent helicopter?']	yes_no
question-365_aug_3	Identify the scientist who is famous for the law of universal gravity.	entity
question-114_aug_2	"[""Does the symbol ' ' the iron?""]"	yes_no
question-265_aug_2	['Is possible for a flare disrupt electronic communications?']	yes_no
question-380_aug_1	['Epithet the artificer of the plane.']	entity
question-070	Is Mount Kilimanjaro located on the African continent?	yes_no
question-542_aug_3	Has human activity contributed to accelerating climate change?	yes_no
question-240_aug_1	['The smallest ivory in the human body be. ..']	entity
question-439	Are prokaryotic cells simpler in structure compared to eukaryotic cells?	yes_no
question-304_aug_3	If the Earth's atmosphere were thicker, would greenhouse gases have a greater warming effect?	yes_no
question-133_aug_3	Isn't it true that Rosetta's stone helped decipher the Egyptian hieroglyphics?	yes_no
question-600_aug_2	['All reptiles - animals?']	yes_no
question-097	The historical trade route that connected East Asia and Europe is known as the...	entity
question-283	If the Moon were to disappear, would it affect the Earth's tides?	yes_no
question-556_aug_3	Should educational institutions include more STEM programs (Science, Technology, Engineering, Mathematics)?	yes_no
question-536_aug_3	Can certain species of jellyfish live indefinitely through a process called transdifferentiation?	yes_no
question-339_aug_1	['Be the Nile River foresightful than the Amazon River?']	yes_no
question-204_aug_3	If Earth's rotation slowed down, would the days become longer?	yes_no
question-189_aug_2	['Ancient civilization constructed?']	entity
question-110_aug_1	['Be the Taj Mahal regarded as a UNESCO Humankind Heritage site?']	yes_no
question-263_aug_2	['If bees extinct, would it agriculture?']	yes_no
question-528_aug_1	['Americium I capable of mastering complex numerical concept with dedication?']	yes_no
question-134_aug_3	Does Shakespeare rank among his most famous plays?	yes_no
question-208_aug_3	Could renewable energy sources replace fossil fuels entirely in the future?	yes_no
question-472	Are all snakes venomous?	yes_no
question-417	The largest organ inside the human body is...	entity
question-255	If the Sun were to suddenly disappear, how long would it take for Earth to feel the effects?	yes_no
question-338_aug_2	['Could become a practice in the next decades?']	yes_no
question-444	Are mitochondria considered the powerhouses of the cell?	yes_no
question-153_aug_1	['Identify the conglomerate that built the urban center of Tenochtitlan.']	entity
question-291_aug_3	Name Jupiter's biggest moon.	entity
question-252	Is the Andes Mountain range located in North America?	yes_no
question-570_aug_1	['Ar there any mammals that lay eggs or else of give way birth to live young?']	yes_no
question-395_aug_2	"['Name author "" The Catcher Rye. ""']"	entity
question-481_aug_3	Could advances in genetic engineering lead to creative organizations?	yes_no
question-296_aug_2	"['Name with chemical "" Na. ""']"	entity
question-054_aug_1	['Which Renaissance original paint the ceiling of the Sistine Chapel service in Vatican City?']	entity
question-101_aug_1	"[""Isn ' t information technology genuine that Climb Everest is located in Asia?""]"	yes_no
question-434	Are there more stars in the Milky Way galaxy than grains of sand on all the world's beaches?	yes_no
question-590_aug_1	['If humans could reclaim their harmonium, how would information technology impact organ organ transplant?']	yes_no
question-255_aug_3	If the Sun disappeared suddenly, how long would it take the Earth to feel the effects?	yes_no
question-155_aug_3	"Which Renaissance artist painted ""The Last Supper""?"	entity
question-367_aug_3	The capital of Russia is...	entity
question-013_aug_2	['Does deforestation significantly to?']	yes_no
question-151_aug_1	['Figure the capital city of Commonwealth of australia.']	entity
question-111_aug_1	['If ancient philosopher possess lacked authorship, would their ideas have endured?']	yes_no
question-305_aug_2	"['Identify of "" Republic. ""']"	entity
question-265_aug_3	Is it possible that a solar flare disrupts electronic communications on Earth?	yes_no
question-393_aug_3	Could advances in nanotechnology lead to breakthroughs in medicine?	yes_no
question-117_aug_2	['Could possible that algorithms already our daily interactions?']	yes_no
question-376_aug_1	['Cause the depletion of the ozone layer increase the risk of skin cancer in homo?']	yes_no
question-150	Do dolphins exhibit complex social behaviors?	yes_no
question-209	Is the Great Pyramid of Giza the oldest of the Seven Wonders of the Ancient World?	yes_no
question-533_aug_1	['Do bat use echo sounding to navigate and recover food?']	yes_no
question-403	Are there more than 100 elements in the periodic table?	yes_no
question-581_aug_2	"['The of "" The Brothers Karamazov. ""']"	entity
question-081_aug_1	"[""International relations and security network ' t it unfeigned that Machu Picchu instance the advanced engineering of the Inca civilization?""]"	yes_no
question-483	"Name the philosopher known for the work ""Critique of Pure Reason."""	entity
question-257_aug_1	"[""Is it on key that honey ne'er despoilation and can be preserved indefinitely?""]"	yes_no
question-550_aug_2	"[""Does Earth ' s core of solid and?""]"	yes_no
question-086_aug_3	The main official language spoken in Brazil is...	entity
question-140_aug_1	['If ancient trade wind routes had not survive, would cultural exchange birth represent slower?']	yes_no
question-498_aug_3	"Identify the philosopher who wrote ""The Prince."""	entity
question-132_aug_1	['Could information technology be potential that neural networks mimic some prospect of mental capacity purpose?']	yes_no
question-544_aug_3	Am I able to contribute to environmental conservation efforts through day-to-day actions?	yes_no
question-526_aug_1	['Take the internet significantly changed the path we communicate and approach information?']	yes_no
question-510	Has climate change led to more frequent and severe weather events?	yes_no
question-388	Could renewable energy adoption significantly reduce global carbon emissions?	yes_no
question-545	May renewable energy adoption lead to economic growth and job creation?	yes_no
question-354	Is the Andes Mountain range the longest continental mountain range in the world?	yes_no
question-259_aug_1	['Could autonomous vehicles trim back dealings accidents get by human error?']	yes_no
question-516_aug_3	Should we consider alternative waste management methods to reduce the use of landfills?	yes_no
question-304_aug_1	"[""If the Globe ' s atmosphere be thicker, would greenhouse gases have a greater warm up effect?""]"	yes_no
question-207_aug_3	The largest planet in our solar system is...	entity
question-362	The process by which water changes from liquid to vapor is called...	entity
question-015_aug_2	['Identify Greek philosopher who was teacher of.']	entity
question-050	Isn’t it true that the printing press invention greatly accelerated the spread of knowledge in Europe?	yes_no
question-068	Assuming a perfect vacuum, does sound fail to propagate through it?	yes_no
question-025_aug_1	['The social system built to protect Nationalist china ’ s northerly borders centuries ago equal called. ..']	entity
question-049	Name the scientist who introduced the concept of gravity after observing a falling apple (according to legend).	entity
question-199_aug_1	['Which device rear end convert mechanically skillful energy into electrical energy?']	entity
question-531_aug_1	['Mustiness we rely on fossil fuels to sustain modernistic civilization?']	yes_no
question-589_aug_3	Is multiple theory a scientifically validated concept?	yes_no
question-067_aug_1	"['Who represent by and large reckon as the "" father of modern computing ""?']"	entity
question-125	Isn't it true that Pablo Picasso was a pioneering figure in Cubist art?	yes_no
question-481	Could advancements in genetic engineering lead to designer organisms?	yes_no
question-087_aug_2	['Who proposed general theory of, altering our of -?']	entity
question-355	"Name the author of ""Moby-Dick."""	entity
question-535_aug_2	['Did Isaac Newton the laws motion of?']	yes_no
question-109_aug_3	Is it possible that black holes are formed from collapsed stars?	yes_no
question-379_aug_2	['Is the Ocean the second on?']	yes_no
question-011_aug_3	Isn't it true that the Nile is often considered the longest river in the world?	yes_no
question-518_aug_1	['Does the Great Roadblock Witwatersrand suffer from coral bleach ascribable to rising sea temperatures?']	yes_no
question-479	Are there more than three types of clouds in meteorology?	yes_no
question-094_aug_3	Is Jupiter taller than Earth?	yes_no
question-438_aug_1	['Identify the scientist who build up the hypothesis of electromagnetics.']	entity
question-223_aug_1	['If the Moon were importantly nearer to the Earth, would tidal effects be secure?']	yes_no
question-436	Could renewable energy technologies solve the global energy crisis?	yes_no
question-467_aug_3	Are there species of birds that don't fly?	yes_no
question-501_aug_1	['Do elephants give the largest brains among land fauna?']	yes_no
question-241	Could quantum computing revolutionize data processing in the future?	yes_no
question-071	During the Apollo 11 mission, who was the first person to set foot on the Moon?	entity
question-368	Is the heliocentric model of the solar system widely accepted in astronomy?	yes_no
question-433	Name the ancient civilization known for creating cuneiform script.	entity
question-074	Name an ancient language that significantly influenced multiple modern European languages.	entity
question-158_aug_1	['The large planet in our solar system of rules is. ..']	entity
question-533_aug_2	['Do bats use echolocation to navigate?']	yes_no
question-533	Do bats use echolocation to navigate and find food?	yes_no
question-555	Would adopting a plant-based diet reduce the environmental footprint of individuals?	yes_no
question-393_aug_1	['Could promotion in nanotechnology lead to breakthroughs in medicine?']	yes_no
question-531	Must we rely on fossil fuels to sustain modern civilization?	yes_no
question-111_aug_3	Had the philosophers not written, would their ideas have endured?	yes_no
question-158	The largest planet in our solar system is...	entity
question-004_aug_2	['If ceased to, still fall the ground?']	yes_no
question-424_aug_1	['Are at that place alive volcanoes on the Lunation?']	yes_no
question-417_aug_2	['The organ inside is. ..']	entity
question-343	Is the Big Bang theory the most widely accepted explanation for the origin of the universe?	yes_no
question-180_aug_2	['The philosopher for the the cave. ..']	entity
question-117_aug_1	['Could it be possible that algorithms already shape our daily online interactions?']	yes_no
question-368_aug_3	Is the solar system's heliocentric model widely accepted in astronomy?	yes_no
question-023_aug_3	Does the theory of relativity come from Albert Einstein?	yes_no
question-052	The Carthaginian general who famously crossed the Alps with elephants was...	entity
question-474_aug_3	Are electrons smaller in mass than protons?	yes_no
question-422_aug_2	['Process which cells energy the absence oxygen is. ..']	entity
question-122_aug_3	Is it possible that electricity existed in a controlled form before the 19th century?	yes_no
question-456_aug_1	['Is the hypothesis of theory of relativity applicable to both macroscopic and microscopic phenomena?']	yes_no
question-322	The process by which cells create energy in the presence of oxygen is called...	entity
question-590_aug_2	['If could regenerate, how would impact transplantation?']	yes_no
question-386_aug_2	['Saturn known for having the ring system among in our solar?']	yes_no
question-292	Does the process of evaporation cause cooling of the environment?	yes_no
question-320_aug_1	"['Describe the philosopher who wrote "" Beyond Commodity and Evil. ""']"	entity
question-512_aug_1	['Am I able to learn a new spoken communication within sixer month with coherent practice?']	yes_no
question-496	Could advancements in renewable energy technology lead to energy independence for many countries?	yes_no
question-362_aug_2	['Process by which water changes vapor is called. ..']	entity
question-480	The largest muscle in the human body is...	entity
question-274_aug_2	['Capital Canada is. ..']	entity
question-316_aug_3	Is Mercury the planet closest to the Sun in our solar system?	yes_no
question-534_aug_3	Does photosynthesis occur in all green plants?	yes_no
question-115_aug_3	If we reverse the Earth's rotation, does the Sun still seem to rise to the east?	yes_no
question-238_aug_3	"Identify the author of ""1984"" and ""Animal Farm""."	entity
question-300	Is it true that sound cannot travel through a vacuum?	yes_no
question-505_aug_3	Could renewable energy sources completely replace fossil fuels in the next century?	yes_no
question-333	Could artificial intelligence assist in curing complex diseases?	yes_no
question-027_aug_2	['Who developed the vaccine that to the -?']	entity
question-465	The largest artery in the human body is...	entity
question-445_aug_3	The largest continent on Earth is...	entity
question-381_aug_3	Does the human body have five senses?	yes_no
question-221	Does the Earth's magnetic field protect us from solar radiation?	yes_no
question-419_aug_3	Are the koala marsupials native to Australia?	yes_no
question-260_aug_2	"[""The Mariana Trench the deepest of world '?""]"	yes_no
question-565_aug_3	Do camels store water in their bumps?	yes_no
question-599_aug_2	['Could in renewable energy technology in developing countries?']	yes_no
question-085	Does the Amazon rainforest boast greater biodiversity than many other terrestrial ecosystems?	yes_no
question-433_aug_1	['Name the ancient refinement known for creating cuneiform book.']	entity
question-427_aug_2	['Largest the body is. ..']	entity
question-459_aug_3	Are neutron stars remnants of supernova explosions?	yes_no
question-110	Is the Taj Mahal regarded as a UNESCO World Heritage site?	yes_no
question-086_aug_2	['The spoken in is. ..']	entity
question-061_aug_3	The first known civilization in the region of Mesopotamia was...	entity
question-291	Name the largest moon of Jupiter.	entity
question-469_aug_1	['Does water boil at hundred ° Century at received atmospheric insistence?']	yes_no
question-215_aug_1	['Public figure the ancient civilization cognize for constructing Machu Picchu.']	entity
question-447_aug_1	['Ar at that place any amphibians that dismiss live entirely on edwin herbert land?']	yes_no
question-078_aug_1	['Is the Great Roadblock Rand deposit off the coast of Commonwealth of australia?']	yes_no
question-411	Are there more bones in the adult human body than in a newborn?	yes_no
question-199_aug_2	['Which device can convert mechanical into?']	entity
question-405_aug_3	"Identify the author of ""Brave New World""."	entity
question-595_aug_1	['Are there any coinage of amphibians that fundament survive in arid environs?']	yes_no
question-004_aug_3	If gravity ceases to exist, will the objects still fall to the ground?	yes_no
question-213	Is the theory of plate tectonics universally accepted in the scientific community?	yes_no
question-049_aug_1	['Name the scientist who introduce the construct of gravity after honor a falling orchard apple tree (according to legend ).']	entity
question-596_aug_1	"['Distinguish the philosopher who author "" The Prince. ""']"	entity
question-017_aug_3	The biggest desert on Earth is...	entity
question-053_aug_1	['Epithet three subatomic particle found within an atom ’ sec construction.']	entity
question-598_aug_1	['The large pipe organ in the human body be. ..']	entity
question-148_aug_1	['Could it be possible that ancient civilisation construct observatories for astronomical study?']	yes_no
question-433_aug_3	Name the ancient civilization known to create cuneiform writing.	entity
question-363_aug_3	Could renewable energy storage solutions solve the problem of intermittent solar and wind energy?	yes_no
question-019	Could it be possible that some planets outside our solar system harbor life?	yes_no
question-063_aug_3	Name the traditional Japanese dress often worn during cultural festivals.	entity
question-255_aug_1	['If the Sun were to suddenly disappear, how long would information technology ask for Earth to find the core?']	yes_no
question-491_aug_2	['Is the Big the only for origin of the?']	yes_no
question-134_aug_1	['Doe Shakespeare ’ s ‘ Hamlet ’ social status among his about notable plays?']	yes_no
question-048_aug_2	['If electric became global standard, carbon emissions decrease?']	yes_no
question-425_aug_3	"Name the philosopher who wrote ""Being and Time."""	entity
question-077	Which European city, renowned for its maritime history, is characterized by numerous canals?	entity
question-451	Could artificial intelligence improve efficiency in renewable energy management?	yes_no
question-238_aug_1	"['Key out the author of "" 1984 "" and "" Animate being Farm. ""']"	entity
question-492_aug_1	['If humans could photosynthesize, would information technology reduce our dependence on solid food?']	yes_no
question-272_aug_1	['Do the hypothesis of relativity include both peculiar and general relativity?']	yes_no
question-088_aug_1	['Be the Lean Tower of Pisa located in Italy?']	yes_no
question-169	Which civilization carved the monumental statues known as Moai on Easter Island?	entity
question-465_aug_1	['The bombastic artery in the human soundbox is. ..']	entity
question-002_aug_3	The capital of Japan is...	entity
question-209_aug_2	['The Great Pyramid Giza the of the Wonders of the Ancient?']	yes_no
question-487_aug_3	Are there reptiles that can change their skin color?	yes_no
question-220	"Identify the composer of the ""Four Seasons."""	entity
question-005_aug_2	['Name the inventor who telephone.']	entity
question-262_aug_3	Does the greenhouse effect contribute to global warming?	yes_no
question-312_aug_3	The capital of Spain is...	entity
question-304	If the Earth's atmosphere were thicker, would greenhouse gases have a greater warming effect?	yes_no
question-325_aug_1	['Name the scientist world health organization develop the periodic tabular array of elements.']	entity
question-217_aug_2	['The which cells to form identical cells called. ..']	entity
question-130_aug_2	['If the had no, would patterns significantly?']	yes_no
question-320_aug_2	"['The who wrote "" Good and. ""']"	entity
question-502_aug_2	['The more energy than all the stars in Milky combined?']	yes_no
question-418_aug_1	['Could advancements in ergonomics lead to individualise medicine?']	yes_no
question-105_aug_2	"[""Isn ' it Beethoven composed nine?""]"	yes_no
question-067_aug_3	"Who is generally regarded as the ""father of modern computing""?"	entity
question-171_aug_1	['Key the gimmick that measures atmospherical pressure.']	entity
question-427_aug_3	The biggest bone in the human body is...	entity
question-369	If the Earth's magnetic field were to weaken significantly, would it affect animal migration patterns?	yes_no
question-232	Is it possible for sound to travel faster in water than in air?	yes_no
question-416_aug_1	['Ar Urania and Mercury the only planets in our solar system without moons?']	yes_no
question-136	Is Antarctica covered mostly by ice?	yes_no
question-026	Is it true that Mars is sometimes referred to as the Red Planet?	yes_no
question-191_aug_1	['Which Scandinavian country is consociate with the Viking?']	entity
question-227_aug_2	['Could colonization of Mars feasible the next?']	yes_no
question-097_aug_2	['The trade that and Europe is known as. ..']	entity
question-498_aug_2	"['Identify the who wrote "". ""']"	entity
